(base) % python dtree.py pendigits_training.txt pendigits_test.txt randomized
Object Index = 0, Result = 8, True Class = 8, Accuracy = 1
Object Index = 866, Result = 7, True Class = 7, Accuracy = 1
Object Index = 867, Result = 1, True Class = 1, Accuracy = 1
Object Index = 868, Result = 5, True Class = 5, Accuracy = 1
Object Index = 869, Result = 4, True Class = 4, Accuracy = 1
Object Index = 870, Result = 3, True Class = 3, Accuracy = 1
Object Index = 871, Result = 9, True Class = 9, Accuracy = 1
Object Index = 872, Result = 3, True Class = 3, Accuracy = 1
Object Index = 873, Result = 5, True Class = 5, Accuracy = 1
Object Index = 874, Result = 9, True Class = 9, Accuracy = 1
Object Index = 875, Result = 4, True Class = 4, Accuracy = 1
Object Index = 876, Result = 8, True Class = 8, Accuracy = 1
Object Index = 877, Result = 2, True Class = 2, Accuracy = 1
Object Index = 878, Result = 2, True Class = 2, Accuracy = 1
Object Index = 879, Result = 2, True Class = 2, Accuracy = 1
Object Index = 880, Result = 9, True Class = 9, Accuracy = 1
Object Index = 881, Result = 5, True Class = 5, Accuracy = 1
Object Index = 882, Result = 7, True Class = 7, Accuracy = 1
Object Index = 883, Result = 5, True Class = 5, Accuracy = 1
Object Index = 884, Result = 5, True Class = 5, Accuracy = 1
Object Index = 885, Result = 0, True Class = 0, Accuracy = 1
Object Index = 886, Result = 2, True Class = 2, Accuracy = 1
Object Index = 887, Result = 9, True Class = 9, Accuracy = 1
Object Index = 888, Result = 4, True Class = 4, Accuracy = 1
Object Index = 889, Result = 2, True Class = 2, Accuracy = 1
Object Index = 890, Result = 8, True Class = 8, Accuracy = 1
Object Index = 891, Result = 8, True Class = 8, Accuracy = 1
Object Index = 892, Result = 7, True Class = 7, Accuracy = 1
Object Index = 893, Result = 8, True Class = 0, Accuracy = 0
Object Index = 894, Result = 8, True Class = 8, Accuracy = 1
Object Index = 895, Result = 1, True Class = 1, Accuracy = 1
Object Index = 896, Result = 1, True Class = 1, Accuracy = 1
Object Index = 897, Result = 3, True Class = 3, Accuracy = 1
Object Index = 898, Result = 9, True Class = 9, Accuracy = 1
Object Index = 899, Result = 2, True Class = 2, Accuracy = 1
Object Index = 900, Result = 0, True Class = 0, Accuracy = 1
Object Index = 901, Result = 4, True Class = 4, Accuracy = 1
Object Index = 902, Result = 4, True Class = 4, Accuracy = 1
Object Index = 903, Result = 3, True Class = 3, Accuracy = 1
Object Index = 904, Result = 1, True Class = 1, Accuracy = 1
Object Index = 905, Result = 8, True Class = 8, Accuracy = 1
Object Index = 906, Result = 5, True Class = 5, Accuracy = 1
Object Index = 907, Result = 4, True Class = 4, Accuracy = 1
Object Index = 908, Result = 5, True Class = 5, Accuracy = 1
Object Index = 909, Result = 2, True Class = 2, Accuracy = 1
Object Index = 910, Result = 8, True Class = 8, Accuracy = 1
Object Index = 911, Result = 3, True Class = 3, Accuracy = 1
Object Index = 912, Result = 8, True Class = 8, Accuracy = 1
Object Index = 913, Result = 2, True Class = 2, Accuracy = 1
Object Index = 914, Result = 3, True Class = 3, Accuracy = 1
Object Index = 915, Result = 1, True Class = 1, Accuracy = 1
Object Index = 916, Result = 3, True Class = 3, Accuracy = 1
Object Index = 917, Result = 2, True Class = 1, Accuracy = 0
Object Index = 918, Result = 0, True Class = 0, Accuracy = 1
Object Index = 919, Result = 4, True Class = 4, Accuracy = 1
Object Index = 920, Result = 8, True Class = 8, Accuracy = 1
Object Index = 921, Result = 8, True Class = 8, Accuracy = 1
Object Index = 922, Result = 0, True Class = 0, Accuracy = 1
Object Index = 923, Result = 6, True Class = 6, Accuracy = 1
Object Index = 924, Result = 0, True Class = 0, Accuracy = 1
Object Index = 925, Result = 8, True Class = 8, Accuracy = 1
Object Index = 926, Result = 0, True Class = 0, Accuracy = 1
Object Index = 927, Result = 3, True Class = 3, Accuracy = 1
Object Index = 928, Result = 3, True Class = 3, Accuracy = 1
Object Index = 929, Result = 4, True Class = 4, Accuracy = 1
Object Index = 930, Result = 4, True Class = 4, Accuracy = 1
Object Index = 931, Result = 0, True Class = 0, Accuracy = 1
Object Index = 932, Result = 6, True Class = 6, Accuracy = 1
Object Index = 933, Result = 2, True Class = 2, Accuracy = 1
Object Index = 934, Result = 3, True Class = 3, Accuracy = 1
Object Index = 935, Result = 1, True Class = 1, Accuracy = 1
Object Index = 936, Result = 3, True Class = 3, Accuracy = 1
Object Index = 937, Result = 3, True Class = 3, Accuracy = 1
Object Index = 938, Result = 1, True Class = 1, Accuracy = 1
Object Index = 939, Result = 2, True Class = 2, Accuracy = 1
Object Index = 940, Result = 5, True Class = 5, Accuracy = 1
Object Index = 941, Result = 9, True Class = 9, Accuracy = 1
Object Index = 942, Result = 1, True Class = 1, Accuracy = 1
Object Index = 943, Result = 1, True Class = 1, Accuracy = 1
Object Index = 944, Result = 4, True Class = 4, Accuracy = 1
Object Index = 945, Result = 2, True Class = 1, Accuracy = 0
Object Index = 946, Result = 8, True Class = 8, Accuracy = 1
Object Index = 947, Result = 9, True Class = 9, Accuracy = 1
Object Index = 948, Result = 4, True Class = 4, Accuracy = 1
Object Index = 949, Result = 1, True Class = 1, Accuracy = 1
Object Index = 950, Result = 8, True Class = 8, Accuracy = 1
Object Index = 951, Result = 4, True Class = 4, Accuracy = 1
Object Index = 952, Result = 1, True Class = 1, Accuracy = 1
Object Index = 953, Result = 7, True Class = 7, Accuracy = 1
Object Index = 954, Result = 0, True Class = 0, Accuracy = 1
Object Index = 955, Result = 3, True Class = 3, Accuracy = 1
Object Index = 956, Result = 1, True Class = 1, Accuracy = 1
Object Index = 957, Result = 6, True Class = 6, Accuracy = 1
Object Index = 958, Result = 5, True Class = 5, Accuracy = 1
Object Index = 959, Result = 8, True Class = 8, Accuracy = 1
Object Index = 960, Result = 2, True Class = 2, Accuracy = 1
Object Index = 961, Result = 4, True Class = 4, Accuracy = 1
Object Index = 962, Result = 4, True Class = 4, Accuracy = 1
Object Index = 963, Result = 9, True Class = 9, Accuracy = 1
Object Index = 964, Result = 6, True Class = 6, Accuracy = 1
Object Index = 965, Result = 7, True Class = 7, Accuracy = 1
Object Index = 966, Result = 8, True Class = 8, Accuracy = 1
Object Index = 967, Result = 2, True Class = 2, Accuracy = 1
Object Index = 968, Result = 2, True Class = 2, Accuracy = 1
Object Index = 969, Result = 9, True Class = 9, Accuracy = 1
Object Index = 970, Result = 2, True Class = 2, Accuracy = 1
Object Index = 971, Result = 2, True Class = 2, Accuracy = 1
Object Index = 972, Result = 8, True Class = 8, Accuracy = 1
Object Index = 973, Result = 2, True Class = 2, Accuracy = 1
Object Index = 974, Result = 9, True Class = 9, Accuracy = 1
Object Index = 975, Result = 2, True Class = 1, Accuracy = 0
Object Index = 976, Result = 7, True Class = 5, Accuracy = 0
Object Index = 977, Result = 8, True Class = 8, Accuracy = 1
Object Index = 978, Result = 1, True Class = 1, Accuracy = 1
Object Index = 979, Result = 8, True Class = 8, Accuracy = 1
Object Index = 980, Result = 8, True Class = 8, Accuracy = 1
Object Index = 981, Result = 3, True Class = 3, Accuracy = 1
Object Index = 982, Result = 0, True Class = 0, Accuracy = 1
Object Index = 983, Result = 6, True Class = 6, Accuracy = 1
Object Index = 984, Result = 6, True Class = 6, Accuracy = 1
Object Index = 985, Result = 5, True Class = 5, Accuracy = 1
Object Index = 986, Result = 0, True Class = 0, Accuracy = 1
Object Index = 987, Result = 2, True Class = 2, Accuracy = 1
Object Index = 988, Result = 3, True Class = 3, Accuracy = 1
Object Index = 989, Result = 6, True Class = 6, Accuracy = 1
Object Index = 990, Result = 2, True Class = 1, Accuracy = 0
Object Index = 991, Result = 9, True Class = 9, Accuracy = 1
Object Index = 992, Result = 0, True Class = 0, Accuracy = 1
Object Index = 993, Result = 6, True Class = 6, Accuracy = 1
Object Index = 994, Result = 5, True Class = 5, Accuracy = 1
Object Index = 995, Result = 8, True Class = 5, Accuracy = 0
Object Index = 996, Result = 3, True Class = 3, Accuracy = 1
Object Index = 997, Result = 4, True Class = 4, Accuracy = 1
Object Index = 998, Result = 2, True Class = 1, Accuracy = 0
Object Index = 999, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1000, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1001, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1002, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1003, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1004, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1005, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1006, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1007, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1008, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1009, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1010, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1011, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1012, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1013, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1014, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1015, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1016, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1017, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1018, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1019, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1020, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1021, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1022, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1023, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1024, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1025, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1026, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1027, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1028, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1029, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1030, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1031, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1032, Result = 8, True Class = 6, Accuracy = 0
Object Index = 1033, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1034, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1035, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1036, Result = 1, True Class = 7, Accuracy = 0
Object Index = 1037, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1038, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1039, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1040, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1041, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1042, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1043, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1044, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1045, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1046, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1047, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1048, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1049, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1050, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1051, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1052, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1053, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1054, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1055, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1056, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1057, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1058, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1059, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1060, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1061, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1062, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1063, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1064, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1065, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1066, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1067, Result = 1, True Class = 3, Accuracy = 0
Object Index = 1068, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1069, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1070, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1071, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1072, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1073, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1074, Result = 4, True Class = 9, Accuracy = 0
Object Index = 1075, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1076, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1077, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1078, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1079, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1080, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1081, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1082, Result = 8, True Class = 6, Accuracy = 0
Object Index = 1083, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1084, Result = 9, True Class = 5, Accuracy = 0
Object Index = 1085, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1086, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1087, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1088, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1089, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1090, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1091, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1092, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1093, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1094, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1095, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1096, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1097, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1098, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1099, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1100, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1101, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1102, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1103, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1104, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1105, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1106, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1107, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1108, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1109, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1110, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1111, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1112, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1113, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1114, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1115, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1116, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1117, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1118, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1119, Result = 5, True Class = 4, Accuracy = 0
Object Index = 1120, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1121, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1122, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1123, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1124, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1125, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1126, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1127, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1128, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1129, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1130, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1131, Result = 5, True Class = 3, Accuracy = 0
Object Index = 1132, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1133, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1134, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1135, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1136, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1137, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1138, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1139, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1140, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1141, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1142, Result = 1, True Class = 7, Accuracy = 0
Object Index = 1143, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1144, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1145, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1146, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1147, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1148, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1149, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1150, Result = 8, True Class = 9, Accuracy = 0
Object Index = 1151, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1152, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1153, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1154, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1155, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1156, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1157, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1158, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1159, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1160, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1161, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1162, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1163, Result = 5, True Class = 3, Accuracy = 0
Object Index = 1164, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1165, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1166, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1167, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1168, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1169, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1170, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1171, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1172, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1173, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1174, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1175, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1176, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1177, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1178, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1179, Result = 2, True Class = 7, Accuracy = 0
Object Index = 1180, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1181, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1182, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1183, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1184, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1185, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1186, Result = 4, True Class = 9, Accuracy = 0
Object Index = 1187, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1188, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1189, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1190, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1191, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1192, Result = 2, True Class = 7, Accuracy = 0
Object Index = 1193, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1194, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1195, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1196, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1197, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1198, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1199, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1200, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1201, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1202, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1203, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1204, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1205, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1206, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1207, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1208, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1209, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1210, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1211, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1212, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1213, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1214, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1215, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1216, Result = 5, True Class = 9, Accuracy = 0
Object Index = 1217, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1218, Result = 6, True Class = 4, Accuracy = 0
Object Index = 1219, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1220, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1221, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1222, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1223, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1224, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1225, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1226, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1227, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1228, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1229, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1230, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1231, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1232, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1233, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1234, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1235, Result = 9, True Class = 5, Accuracy = 0
Object Index = 1236, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1237, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1238, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1239, Result = 3, True Class = 5, Accuracy = 0
Object Index = 1240, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1241, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1242, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1243, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1244, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1245, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1246, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1247, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1248, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1249, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1250, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1251, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1252, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1253, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1254, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1255, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1256, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1257, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1258, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1259, Result = 1, True Class = 2, Accuracy = 0
Object Index = 1260, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1261, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1262, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1263, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1264, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1265, Result = 3, True Class = 9, Accuracy = 0
Object Index = 1266, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1267, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1268, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1269, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1270, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1271, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1272, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1273, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1274, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1275, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1276, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1277, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1278, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1279, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1280, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1281, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1282, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1283, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1284, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1285, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1286, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1287, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1288, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1289, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1290, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1291, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1292, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1293, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1294, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1295, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1296, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1297, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1298, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1299, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1300, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1301, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1302, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1303, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1304, Result = 1, True Class = 7, Accuracy = 0
Object Index = 1305, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1306, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1307, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1308, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1309, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1310, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1311, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1312, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1313, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1314, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1315, Result = 3, True Class = 7, Accuracy = 0
Object Index = 1316, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1317, Result = 8, True Class = 0, Accuracy = 0
Object Index = 1318, Result = 7, True Class = 7, Accuracy = 1
