(base) % python dtree.py yeast_training.txt yeast_test.txt forest5
Object Index = 0, Result = 3, True Class = 3, Accuracy = 1
Object Index = 463, Result = 2, True Class = 2, Accuracy = 1
Object Index = 464, Result = 1, True Class = 1, Accuracy = 1
Object Index = 465, Result = 3, True Class = 3, Accuracy = 1
Object Index = 466, Result = 2, True Class = 2, Accuracy = 1
Object Index = 467, Result = 7, True Class = 7, Accuracy = 1
Object Index = 468, Result = 2, True Class = 2, Accuracy = 1
Object Index = 469, Result = 7, True Class = 7, Accuracy = 1
Object Index = 470, Result = 5, True Class = 1, Accuracy = 0
Object Index = 471, Result = 1, True Class = 1, Accuracy = 1
Object Index = 472, Result = 6, True Class = 4, Accuracy = 0
Object Index = 473, Result = 8, True Class = 8, Accuracy = 1
Object Index = 474, Result = 1, True Class = 1, Accuracy = 1
Object Index = 475, Result = 7, True Class = 1, Accuracy = 0
Object Index = 476, Result = 2, True Class = 1, Accuracy = 0
Object Index = 477, Result = 1, True Class = 1, Accuracy = 1
Object Index = 478, Result = 3, True Class = 5, Accuracy = 0
Object Index = 479, Result = 3, True Class = 3, Accuracy = 1
Object Index = 480, Result = 1, True Class = 2, Accuracy = 0
Object Index = 481, Result = 1, True Class = 8, Accuracy = 0
Object Index = 482, Result = 2, True Class = 2, Accuracy = 1
Object Index = 483, Result = 2, True Class = 1, Accuracy = 0

Classification Accuracy = 0.506198347107438
