(base) % python dtree.py satellite_training.txt satellite_test.txt optimized
Object Index = 0, Result = 3, True Class = 3, Accuracy = 1
Object Index = 463, Result = 5, True Class = 5, Accuracy = 1
Object Index = 464, Result = 5, True Class = 5, Accuracy = 1
Object Index = 465, Result = 5, True Class = 7, Accuracy = 0
Object Index = 466, Result = 7, True Class = 7, Accuracy = 1
Object Index = 467, Result = 7, True Class = 4, Accuracy = 0
Object Index = 468, Result = 4, True Class = 4, Accuracy = 1
Object Index = 469, Result = 4, True Class = 4, Accuracy = 1
Object Index = 470, Result = 4, True Class = 4, Accuracy = 1
Object Index = 471, Result = 4, True Class = 4, Accuracy = 1
Object Index = 472, Result = 4, True Class = 4, Accuracy = 1
Object Index = 473, Result = 7, True Class = 4, Accuracy = 0
Object Index = 474, Result = 2, True Class = 2, Accuracy = 1
Object Index = 475, Result = 2, True Class = 2, Accuracy = 1
Object Index = 476, Result = 2, True Class = 2, Accuracy = 1
Object Index = 477, Result = 2, True Class = 2, Accuracy = 1
Object Index = 478, Result = 2, True Class = 2, Accuracy = 1
Object Index = 479, Result = 2, True Class = 2, Accuracy = 1
Object Index = 480, Result = 2, True Class = 2, Accuracy = 1
Object Index = 481, Result = 2, True Class = 2, Accuracy = 1
Object Index = 482, Result = 2, True Class = 2, Accuracy = 1
Object Index = 483, Result = 3, True Class = 3, Accuracy = 1
Object Index = 484, Result = 3, True Class = 3, Accuracy = 1
Object Index = 485, Result = 3, True Class = 3, Accuracy = 1
Object Index = 486, Result = 7, True Class = 7, Accuracy = 1
Object Index = 487, Result = 5, True Class = 5, Accuracy = 1
Object Index = 488, Result = 5, True Class = 5, Accuracy = 1
Object Index = 489, Result = 5, True Class = 5, Accuracy = 1
Object Index = 490, Result = 5, True Class = 5, Accuracy = 1
Object Index = 491, Result = 5, True Class = 5, Accuracy = 1
Object Index = 492, Result = 5, True Class = 5, Accuracy = 1
Object Index = 493, Result = 5, True Class = 5, Accuracy = 1
Object Index = 494, Result = 5, True Class = 5, Accuracy = 1
Object Index = 495, Result = 2, True Class = 2, Accuracy = 1
Object Index = 496, Result = 5, True Class = 5, Accuracy = 1
Object Index = 497, Result = 5, True Class = 5, Accuracy = 1
Object Index = 498, Result = 4, True Class = 5, Accuracy = 0
Object Index = 499, Result = 4, True Class = 4, Accuracy = 1
Object Index = 500, Result = 4, True Class = 4, Accuracy = 1
Object Index = 501, Result = 2, True Class = 2, Accuracy = 1
Object Index = 502, Result = 2, True Class = 2, Accuracy = 1
Object Index = 503, Result = 2, True Class = 2, Accuracy = 1
Object Index = 504, Result = 2, True Class = 2, Accuracy = 1
Object Index = 505, Result = 7, True Class = 7, Accuracy = 1
Object Index = 506, Result = 7, True Class = 7, Accuracy = 1
Object Index = 507, Result = 7, True Class = 7, Accuracy = 1
Object Index = 508, Result = 7, True Class = 7, Accuracy = 1
Object Index = 509, Result = 7, True Class = 7, Accuracy = 1
Object Index = 510, Result = 3, True Class = 3, Accuracy = 1
Object Index = 511, Result = 7, True Class = 7, Accuracy = 1
Object Index = 512, Result = 7, True Class = 7, Accuracy = 1
Object Index = 513, Result = 7, True Class = 7, Accuracy = 1
Object Index = 514, Result = 7, True Class = 7, Accuracy = 1
Object Index = 515, Result = 4, True Class = 7, Accuracy = 0
Object Index = 516, Result = 5, True Class = 5, Accuracy = 1
Object Index = 517, Result = 5, True Class = 5, Accuracy = 1
Object Index = 518, Result = 5, True Class = 5, Accuracy = 1
Object Index = 519, Result = 5, True Class = 5, Accuracy = 1
Object Index = 520, Result = 5, True Class = 5, Accuracy = 1
Object Index = 521, Result = 2, True Class = 2, Accuracy = 1
Object Index = 522, Result = 2, True Class = 2, Accuracy = 1
Object Index = 523, Result = 2, True Class = 2, Accuracy = 1
Object Index = 524, Result = 4, True Class = 4, Accuracy = 1
Object Index = 525, Result = 4, True Class = 4, Accuracy = 1
Object Index = 526, Result = 3, True Class = 4, Accuracy = 0
Object Index = 527, Result = 2, True Class = 2, Accuracy = 1
Object Index = 528, Result = 2, True Class = 2, Accuracy = 1
Object Index = 529, Result = 2, True Class = 2, Accuracy = 1
Object Index = 530, Result = 2, True Class = 2, Accuracy = 1
Object Index = 531, Result = 7, True Class = 7, Accuracy = 1
Object Index = 532, Result = 3, True Class = 3, Accuracy = 1
Object Index = 533, Result = 3, True Class = 7, Accuracy = 0
Object Index = 534, Result = 3, True Class = 7, Accuracy = 0
Object Index = 535, Result = 7, True Class = 7, Accuracy = 1
Object Index = 536, Result = 7, True Class = 7, Accuracy = 1
Object Index = 537, Result = 7, True Class = 7, Accuracy = 1
Object Index = 538, Result = 4, True Class = 7, Accuracy = 0
Object Index = 539, Result = 5, True Class = 5, Accuracy = 1
Object Index = 540, Result = 5, True Class = 5, Accuracy = 1
Object Index = 541, Result = 5, True Class = 5, Accuracy = 1
Object Index = 542, Result = 5, True Class = 5, Accuracy = 1
Object Index = 543, Result = 5, True Class = 5, Accuracy = 1
Object Index = 544, Result = 5, True Class = 5, Accuracy = 1
Object Index = 545, Result = 2, True Class = 2, Accuracy = 1
Object Index = 546, Result = 2, True Class = 2, Accuracy = 1
Object Index = 547, Result = 2, True Class = 2, Accuracy = 1
Object Index = 548, Result = 4, True Class = 4, Accuracy = 1
Object Index = 549, Result = 3, True Class = 4, Accuracy = 0
Object Index = 550, Result = 4, True Class = 4, Accuracy = 1
Object Index = 551, Result = 4, True Class = 4, Accuracy = 1
Object Index = 552, Result = 3, True Class = 4, Accuracy = 0
Object Index = 553, Result = 2, True Class = 2, Accuracy = 1
Object Index = 554, Result = 2, True Class = 2, Accuracy = 1
Object Index = 555, Result = 2, True Class = 2, Accuracy = 1
Object Index = 556, Result = 2, True Class = 2, Accuracy = 1
Object Index = 557, Result = 2, True Class = 2, Accuracy = 1
Object Index = 558, Result = 2, True Class = 2, Accuracy = 1
Object Index = 559, Result = 7, True Class = 7, Accuracy = 1
Object Index = 560, Result = 7, True Class = 7, Accuracy = 1
Object Index = 561, Result = 7, True Class = 7, Accuracy = 1
Object Index = 562, Result = 7, True Class = 7, Accuracy = 1
Object Index = 563, Result = 7, True Class = 7, Accuracy = 1
Object Index = 564, Result = 7, True Class = 7, Accuracy = 1
Object Index = 565, Result = 7, True Class = 7, Accuracy = 1
Object Index = 566, Result = 4, True Class = 7, Accuracy = 0
Object Index = 567, Result = 7, True Class = 7, Accuracy = 1
Object Index = 568, Result = 7, True Class = 7, Accuracy = 1
Object Index = 569, Result = 5, True Class = 5, Accuracy = 1
Object Index = 570, Result = 5, True Class = 5, Accuracy = 1
Object Index = 571, Result = 5, True Class = 5, Accuracy = 1
Object Index = 572, Result = 5, True Class = 5, Accuracy = 1
Object Index = 573, Result = 5, True Class = 5, Accuracy = 1
Object Index = 574, Result = 5, True Class = 5, Accuracy = 1
Object Index = 575, Result = 5, True Class = 5, Accuracy = 1
Object Index = 576, Result = 5, True Class = 5, Accuracy = 1
Object Index = 577, Result = 2, True Class = 2, Accuracy = 1
Object Index = 578, Result = 2, True Class = 2, Accuracy = 1
Object Index = 579, Result = 4, True Class = 4, Accuracy = 1
Object Index = 580, Result = 4, True Class = 4, Accuracy = 1
Object Index = 581, Result = 4, True Class = 4, Accuracy = 1
Object Index = 582, Result = 7, True Class = 4, Accuracy = 0
Object Index = 583, Result = 3, True Class = 3, Accuracy = 1
Object Index = 584, Result = 3, True Class = 3, Accuracy = 1
Object Index = 585, Result = 3, True Class = 3, Accuracy = 1
Object Index = 586, Result = 2, True Class = 2, Accuracy = 1
Object Index = 587, Result = 2, True Class = 2, Accuracy = 1
Object Index = 588, Result = 7, True Class = 7, Accuracy = 1
Object Index = 589, Result = 7, True Class = 7, Accuracy = 1
Object Index = 590, Result = 7, True Class = 7, Accuracy = 1
Object Index = 591, Result = 4, True Class = 7, Accuracy = 0
Object Index = 592, Result = 7, True Class = 7, Accuracy = 1
Object Index = 593, Result = 7, True Class = 7, Accuracy = 1
Object Index = 594, Result = 1, True Class = 7, Accuracy = 0
Object Index = 595, Result = 5, True Class = 5, Accuracy = 1
Object Index = 596, Result = 5, True Class = 5, Accuracy = 1
Object Index = 597, Result = 5, True Class = 5, Accuracy = 1
Object Index = 598, Result = 5, True Class = 5, Accuracy = 1
Object Index = 599, Result = 5, True Class = 5, Accuracy = 1
Object Index = 600, Result = 5, True Class = 5, Accuracy = 1
Object Index = 601, Result = 2, True Class = 2, Accuracy = 1
Object Index = 602, Result = 2, True Class = 2, Accuracy = 1
Object Index = 603, Result = 3, True Class = 4, Accuracy = 0
Object Index = 604, Result = 3, True Class = 3, Accuracy = 1
Object Index = 605, Result = 2, True Class = 2, Accuracy = 1
Object Index = 606, Result = 2, True Class = 2, Accuracy = 1
Object Index = 607, Result = 2, True Class = 2, Accuracy = 1
Object Index = 608, Result = 2, True Class = 2, Accuracy = 1
Object Index = 609, Result = 4, True Class = 7, Accuracy = 0
Object Index = 610, Result = 7, True Class = 7, Accuracy = 1
Object Index = 611, Result = 7, True Class = 7, Accuracy = 1
Object Index = 612, Result = 7, True Class = 7, Accuracy = 1
Object Index = 613, Result = 7, True Class = 7, Accuracy = 1
Object Index = 614, Result = 7, True Class = 7, Accuracy = 1
Object Index = 615, Result = 7, True Class = 7, Accuracy = 1
Object Index = 616, Result = 7, True Class = 7, Accuracy = 1
Object Index = 617, Result = 7, True Class = 7, Accuracy = 1
Object Index = 618, Result = 7, True Class = 7, Accuracy = 1
Object Index = 619, Result = 7, True Class = 7, Accuracy = 1
Object Index = 620, Result = 4, True Class = 7, Accuracy = 0
Object Index = 621, Result = 7, True Class = 7, Accuracy = 1
Object Index = 622, Result = 7, True Class = 7, Accuracy = 1
Object Index = 623, Result = 5, True Class = 5, Accuracy = 1
Object Index = 624, Result = 5, True Class = 5, Accuracy = 1
Object Index = 625, Result = 2, True Class = 2, Accuracy = 1
Object Index = 626, Result = 2, True Class = 2, Accuracy = 1
Object Index = 627, Result = 2, True Class = 2, Accuracy = 1
Object Index = 628, Result = 2, True Class = 2, Accuracy = 1
Object Index = 629, Result = 3, True Class = 3, Accuracy = 1
Object Index = 630, Result = 3, True Class = 3, Accuracy = 1
Object Index = 631, Result = 3, True Class = 3, Accuracy = 1
Object Index = 632, Result = 3, True Class = 3, Accuracy = 1
Object Index = 633, Result = 5, True Class = 2, Accuracy = 0
Object Index = 634, Result = 2, True Class = 2, Accuracy = 1
Object Index = 635, Result = 2, True Class = 2, Accuracy = 1
Object Index = 636, Result = 7, True Class = 7, Accuracy = 1
Object Index = 637, Result = 7, True Class = 7, Accuracy = 1
Object Index = 638, Result = 7, True Class = 7, Accuracy = 1
Object Index = 639, Result = 7, True Class = 7, Accuracy = 1
Object Index = 640, Result = 7, True Class = 7, Accuracy = 1
Object Index = 641, Result = 7, True Class = 7, Accuracy = 1
Object Index = 642, Result = 4, True Class = 7, Accuracy = 0
Object Index = 643, Result = 7, True Class = 7, Accuracy = 1
Object Index = 644, Result = 7, True Class = 7, Accuracy = 1
Object Index = 645, Result = 4, True Class = 7, Accuracy = 0
Object Index = 646, Result = 7, True Class = 7, Accuracy = 1
Object Index = 647, Result = 7, True Class = 7, Accuracy = 1
Object Index = 648, Result = 5, True Class = 5, Accuracy = 1
Object Index = 649, Result = 5, True Class = 5, Accuracy = 1
Object Index = 650, Result = 5, True Class = 5, Accuracy = 1
Object Index = 651, Result = 5, True Class = 5, Accuracy = 1
Object Index = 652, Result = 2, True Class = 2, Accuracy = 1
Object Index = 653, Result = 2, True Class = 2, Accuracy = 1
Object Index = 654, Result = 2, True Class = 2, Accuracy = 1
Object Index = 655, Result = 2, True Class = 2, Accuracy = 1
Object Index = 656, Result = 2, True Class = 2, Accuracy = 1
Object Index = 657, Result = 3, True Class = 3, Accuracy = 1
Object Index = 658, Result = 3, True Class = 3, Accuracy = 1
Object Index = 659, Result = 3, True Class = 3, Accuracy = 1
Object Index = 660, Result = 3, True Class = 3, Accuracy = 1
Object Index = 661, Result = 3, True Class = 3, Accuracy = 1
Object Index = 662, Result = 3, True Class = 3, Accuracy = 1
Object Index = 663, Result = 3, True Class = 3, Accuracy = 1
Object Index = 664, Result = 7, True Class = 7, Accuracy = 1
Object Index = 665, Result = 7, True Class = 7, Accuracy = 1
Object Index = 666, Result = 7, True Class = 7, Accuracy = 1
Object Index = 667, Result = 7, True Class = 7, Accuracy = 1
Object Index = 668, Result = 7, True Class = 7, Accuracy = 1
Object Index = 669, Result = 7, True Class = 7, Accuracy = 1
Object Index = 670, Result = 7, True Class = 7, Accuracy = 1
Object Index = 671, Result = 4, True Class = 7, Accuracy = 0
Object Index = 672, Result = 5, True Class = 5, Accuracy = 1
Object Index = 673, Result = 4, True Class = 7, Accuracy = 0
Object Index = 674, Result = 7, True Class = 7, Accuracy = 1
Object Index = 675, Result = 5, True Class = 5, Accuracy = 1
Object Index = 676, Result = 5, True Class = 5, Accuracy = 1
Object Index = 677, Result = 2, True Class = 2, Accuracy = 1
Object Index = 678, Result = 2, True Class = 2, Accuracy = 1
Object Index = 679, Result = 2, True Class = 2, Accuracy = 1
Object Index = 680, Result = 2, True Class = 2, Accuracy = 1
Object Index = 681, Result = 2, True Class = 2, Accuracy = 1
Object Index = 682, Result = 2, True Class = 2, Accuracy = 1
Object Index = 683, Result = 3, True Class = 3, Accuracy = 1
Object Index = 684, Result = 3, True Class = 3, Accuracy = 1
Object Index = 685, Result = 3, True Class = 3, Accuracy = 1
Object Index = 686, Result = 3, True Class = 3, Accuracy = 1
Object Index = 687, Result = 3, True Class = 3, Accuracy = 1
Object Index = 688, Result = 3, True Class = 3, Accuracy = 1
Object Index = 689, Result = 3, True Class = 3, Accuracy = 1
Object Index = 690, Result = 3, True Class = 3, Accuracy = 1
Object Index = 691, Result = 4, True Class = 3, Accuracy = 0
Object Index = 692, Result = 4, True Class = 2, Accuracy = 0
Object Index = 693, Result = 7, True Class = 2, Accuracy = 0
Object Index = 694, Result = 7, True Class = 7, Accuracy = 1
Object Index = 695, Result = 7, True Class = 7, Accuracy = 1
Object Index = 696, Result = 7, True Class = 7, Accuracy = 1
Object Index = 697, Result = 7, True Class = 7, Accuracy = 1
Object Index = 698, Result = 7, True Class = 7, Accuracy = 1
Object Index = 699, Result = 7, True Class = 7, Accuracy = 1
Object Index = 700, Result = 7, True Class = 7, Accuracy = 1
Object Index = 701, Result = 7, True Class = 7, Accuracy = 1
Object Index = 702, Result = 5, True Class = 5, Accuracy = 1
Object Index = 703, Result = 5, True Class = 5, Accuracy = 1
Object Index = 704, Result = 5, True Class = 5, Accuracy = 1
Object Index = 705, Result = 5, True Class = 5, Accuracy = 1
Object Index = 706, Result = 5, True Class = 5, Accuracy = 1
Object Index = 707, Result = 7, True Class = 5, Accuracy = 0
Object Index = 708, Result = 2, True Class = 2, Accuracy = 1
Object Index = 709, Result = 2, True Class = 2, Accuracy = 1
Object Index = 710, Result = 2, True Class = 2, Accuracy = 1
Object Index = 711, Result = 2, True Class = 2, Accuracy = 1
Object Index = 712, Result = 2, True Class = 2, Accuracy = 1
Object Index = 713, Result = 2, True Class = 2, Accuracy = 1
Object Index = 714, Result = 2, True Class = 2, Accuracy = 1
Object Index = 715, Result = 2, True Class = 2, Accuracy = 1
Object Index = 716, Result = 3, True Class = 3, Accuracy = 1
Object Index = 717, Result = 3, True Class = 3, Accuracy = 1
Object Index = 718, Result = 3, True Class = 3, Accuracy = 1
Object Index = 719, Result = 3, True Class = 3, Accuracy = 1
Object Index = 720, Result = 3, True Class = 3, Accuracy = 1
Object Index = 721, Result = 7, True Class = 3, Accuracy = 0
Object Index = 722, Result = 7, True Class = 7, Accuracy = 1
Object Index = 723, Result = 7, True Class = 7, Accuracy = 1
Object Index = 724, Result = 7, True Class = 7, Accuracy = 1
Object Index = 725, Result = 7, True Class = 7, Accuracy = 1
Object Index = 726, Result = 7, True Class = 7, Accuracy = 1
Object Index = 727, Result = 7, True Class = 7, Accuracy = 1
Object Index = 728, Result = 7, True Class = 7, Accuracy = 1
Object Index = 729, Result = 7, True Class = 7, Accuracy = 1
Object Index = 730, Result = 7, True Class = 7, Accuracy = 1
Object Index = 731, Result = 7, True Class = 7, Accuracy = 1
Object Index = 732, Result = 7, True Class = 7, Accuracy = 1
Object Index = 733, Result = 4, True Class = 7, Accuracy = 0
Object Index = 734, Result = 5, True Class = 5, Accuracy = 1
Object Index = 735, Result = 5, True Class = 5, Accuracy = 1
Object Index = 736, Result = 7, True Class = 7, Accuracy = 1
Object Index = 737, Result = 5, True Class = 4, Accuracy = 0
Object Index = 738, Result = 5, True Class = 4, Accuracy = 0
Object Index = 739, Result = 7, True Class = 5, Accuracy = 0
Object Index = 740, Result = 7, True Class = 4, Accuracy = 0
Object Index = 741, Result = 2, True Class = 2, Accuracy = 1
Object Index = 742, Result = 2, True Class = 2, Accuracy = 1
Object Index = 743, Result = 2, True Class = 2, Accuracy = 1
Object Index = 744, Result = 2, True Class = 2, Accuracy = 1
Object Index = 745, Result = 2, True Class = 2, Accuracy = 1
Object Index = 746, Result = 2, True Class = 2, Accuracy = 1
Object Index = 747, Result = 3, True Class = 3, Accuracy = 1
Object Index = 748, Result = 3, True Class = 3, Accuracy = 1
Object Index = 749, Result = 3, True Class = 3, Accuracy = 1
Object Index = 750, Result = 7, True Class = 7, Accuracy = 1
Object Index = 751, Result = 7, True Class = 7, Accuracy = 1
Object Index = 752, Result = 7, True Class = 7, Accuracy = 1
Object Index = 753, Result = 7, True Class = 7, Accuracy = 1
Object Index = 754, Result = 7, True Class = 7, Accuracy = 1
Object Index = 755, Result = 7, True Class = 7, Accuracy = 1
Object Index = 756, Result = 7, True Class = 7, Accuracy = 1
Object Index = 757, Result = 7, True Class = 7, Accuracy = 1
Object Index = 758, Result = 7, True Class = 7, Accuracy = 1
Object Index = 759, Result = 7, True Class = 7, Accuracy = 1
Object Index = 760, Result = 4, True Class = 7, Accuracy = 0
Object Index = 761, Result = 1, True Class = 5, Accuracy = 0
Object Index = 762, Result = 1, True Class = 5, Accuracy = 0
Object Index = 763, Result = 5, True Class = 5, Accuracy = 1
Object Index = 764, Result = 5, True Class = 5, Accuracy = 1
Object Index = 765, Result = 7, True Class = 4, Accuracy = 0
Object Index = 766, Result = 4, True Class = 4, Accuracy = 1
Object Index = 767, Result = 2, True Class = 2, Accuracy = 1
Object Index = 768, Result = 2, True Class = 2, Accuracy = 1
Object Index = 769, Result = 2, True Class = 2, Accuracy = 1
Object Index = 770, Result = 2, True Class = 2, Accuracy = 1
Object Index = 771, Result = 2, True Class = 2, Accuracy = 1
Object Index = 772, Result = 3, True Class = 3, Accuracy = 1
Object Index = 773, Result = 3, True Class = 3, Accuracy = 1
Object Index = 774, Result = 3, True Class = 3, Accuracy = 1
Object Index = 775, Result = 3, True Class = 3, Accuracy = 1
Object Index = 776, Result = 3, True Class = 3, Accuracy = 1
Object Index = 777, Result = 3, True Class = 3, Accuracy = 1
Object Index = 778, Result = 3, True Class = 3, Accuracy = 1
Object Index = 779, Result = 4, True Class = 3, Accuracy = 0
Object Index = 780, Result = 5, True Class = 7, Accuracy = 0
Object Index = 781, Result = 7, True Class = 7, Accuracy = 1
Object Index = 782, Result = 7, True Class = 7, Accuracy = 1
Object Index = 783, Result = 7, True Class = 7, Accuracy = 1
Object Index = 784, Result = 7, True Class = 7, Accuracy = 1
Object Index = 785, Result = 7, True Class = 7, Accuracy = 1
Object Index = 786, Result = 7, True Class = 7, Accuracy = 1
Object Index = 787, Result = 7, True Class = 7, Accuracy = 1
Object Index = 788, Result = 7, True Class = 7, Accuracy = 1
Object Index = 789, Result = 7, True Class = 7, Accuracy = 1
Object Index = 790, Result = 4, True Class = 7, Accuracy = 0
Object Index = 791, Result = 4, True Class = 7, Accuracy = 0
Object Index = 792, Result = 5, True Class = 5, Accuracy = 1
Object Index = 793, Result = 1, True Class = 5, Accuracy = 0
Object Index = 794, Result = 7, True Class = 4, Accuracy = 0
Object Index = 795, Result = 4, True Class = 4, Accuracy = 1
Object Index = 796, Result = 2, True Class = 2, Accuracy = 1
Object Index = 797, Result = 2, True Class = 2, Accuracy = 1
Object Index = 798, Result = 2, True Class = 2, Accuracy = 1
Object Index = 799, Result = 2, True Class = 2, Accuracy = 1
Object Index = 800, Result = 2, True Class = 2, Accuracy = 1
Object Index = 801, Result = 3, True Class = 3, Accuracy = 1
Object Index = 802, Result = 3, True Class = 3, Accuracy = 1
Object Index = 803, Result = 3, True Class = 3, Accuracy = 1
Object Index = 804, Result = 3, True Class = 3, Accuracy = 1
Object Index = 805, Result = 3, True Class = 4, Accuracy = 0
Object Index = 806, Result = 3, True Class = 4, Accuracy = 0
Object Index = 807, Result = 4, True Class = 4, Accuracy = 1
Object Index = 808, Result = 7, True Class = 7, Accuracy = 1
Object Index = 809, Result = 7, True Class = 7, Accuracy = 1
Object Index = 810, Result = 7, True Class = 7, Accuracy = 1
Object Index = 811, Result = 7, True Class = 7, Accuracy = 1
Object Index = 812, Result = 7, True Class = 7, Accuracy = 1
Object Index = 813, Result = 7, True Class = 7, Accuracy = 1
Object Index = 814, Result = 7, True Class = 7, Accuracy = 1
Object Index = 815, Result = 7, True Class = 7, Accuracy = 1
Object Index = 816, Result = 7, True Class = 7, Accuracy = 1
Object Index = 817, Result = 7, True Class = 7, Accuracy = 1
Object Index = 818, Result = 7, True Class = 7, Accuracy = 1
Object Index = 819, Result = 7, True Class = 7, Accuracy = 1
Object Index = 820, Result = 4, True Class = 7, Accuracy = 0
Object Index = 821, Result = 4, True Class = 7, Accuracy = 0
Object Index = 822, Result = 5, True Class = 4, Accuracy = 0
Object Index = 823, Result = 4, True Class = 4, Accuracy = 1
Object Index = 824, Result = 2, True Class = 2, Accuracy = 1
Object Index = 825, Result = 2, True Class = 2, Accuracy = 1
Object Index = 826, Result = 2, True Class = 2, Accuracy = 1
Object Index = 827, Result = 2, True Class = 2, Accuracy = 1
Object Index = 828, Result = 3, True Class = 3, Accuracy = 1
Object Index = 829, Result = 3, True Class = 3, Accuracy = 1
Object Index = 830, Result = 3, True Class = 3, Accuracy = 1
Object Index = 831, Result = 3, True Class = 3, Accuracy = 1
Object Index = 832, Result = 3, True Class = 3, Accuracy = 1
Object Index = 833, Result = 4, True Class = 7, Accuracy = 0
Object Index = 834, Result = 7, True Class = 7, Accuracy = 1
Object Index = 835, Result = 7, True Class = 7, Accuracy = 1
Object Index = 836, Result = 7, True Class = 7, Accuracy = 1
Object Index = 837, Result = 7, True Class = 7, Accuracy = 1
Object Index = 838, Result = 7, True Class = 7, Accuracy = 1
Object Index = 839, Result = 7, True Class = 7, Accuracy = 1
Object Index = 840, Result = 7, True Class = 7, Accuracy = 1
Object Index = 841, Result = 7, True Class = 7, Accuracy = 1
Object Index = 842, Result = 7, True Class = 7, Accuracy = 1
Object Index = 843, Result = 7, True Class = 7, Accuracy = 1
Object Index = 844, Result = 4, True Class = 7, Accuracy = 0
Object Index = 845, Result = 3, True Class = 7, Accuracy = 0
Object Index = 846, Result = 7, True Class = 4, Accuracy = 0
Object Index = 847, Result = 2, True Class = 2, Accuracy = 1
Object Index = 848, Result = 2, True Class = 2, Accuracy = 1
Object Index = 849, Result = 2, True Class = 2, Accuracy = 1
Object Index = 850, Result = 2, True Class = 2, Accuracy = 1
Object Index = 851, Result = 3, True Class = 3, Accuracy = 1
Object Index = 852, Result = 3, True Class = 4, Accuracy = 0
Object Index = 853, Result = 3, True Class = 4, Accuracy = 0
Object Index = 854, Result = 3, True Class = 4, Accuracy = 0
Object Index = 855, Result = 7, True Class = 7, Accuracy = 1
Object Index = 856, Result = 7, True Class = 7, Accuracy = 1
Object Index = 857, Result = 7, True Class = 7, Accuracy = 1
Object Index = 858, Result = 7, True Class = 7, Accuracy = 1
Object Index = 859, Result = 7, True Class = 7, Accuracy = 1
Object Index = 860, Result = 7, True Class = 7, Accuracy = 1
Object Index = 861, Result = 7, True Class = 7, Accuracy = 1
Object Index = 862, Result = 7, True Class = 7, Accuracy = 1
Object Index = 863, Result = 7, True Class = 4, Accuracy = 0
Object Index = 864, Result = 7, True Class = 4, Accuracy = 0
Object Index = 865, Result = 4, True Class = 2, Accuracy = 0
Object Index = 866, Result = 2, True Class = 2, Accuracy = 1
Object Index = 867, Result = 2, True Class = 2, Accuracy = 1
Object Index = 868, Result = 7, True Class = 4, Accuracy = 0
Object Index = 869, Result = 3, True Class = 3, Accuracy = 1
Object Index = 870, Result = 3, True Class = 3, Accuracy = 1
Object Index = 871, Result = 3, True Class = 3, Accuracy = 1
Object Index = 872, Result = 3, True Class = 3, Accuracy = 1
Object Index = 873, Result = 3, True Class = 4, Accuracy = 0
Object Index = 874, Result = 3, True Class = 4, Accuracy = 0
Object Index = 875, Result = 3, True Class = 4, Accuracy = 0
Object Index = 876, Result = 4, True Class = 7, Accuracy = 0
Object Index = 877, Result = 7, True Class = 7, Accuracy = 1
Object Index = 878, Result = 7, True Class = 7, Accuracy = 1
Object Index = 879, Result = 7, True Class = 7, Accuracy = 1
Object Index = 880, Result = 7, True Class = 7, Accuracy = 1
Object Index = 881, Result = 7, True Class = 7, Accuracy = 1
Object Index = 882, Result = 7, True Class = 7, Accuracy = 1
Object Index = 883, Result = 2, True Class = 2, Accuracy = 1
Object Index = 884, Result = 2, True Class = 2, Accuracy = 1
Object Index = 885, Result = 2, True Class = 2, Accuracy = 1
Object Index = 886, Result = 2, True Class = 2, Accuracy = 1
Object Index = 887, Result = 3, True Class = 3, Accuracy = 1
Object Index = 888, Result = 3, True Class = 4, Accuracy = 0
Object Index = 889, Result = 7, True Class = 7, Accuracy = 1
Object Index = 890, Result = 7, True Class = 7, Accuracy = 1
Object Index = 891, Result = 7, True Class = 7, Accuracy = 1
Object Index = 892, Result = 7, True Class = 7, Accuracy = 1
Object Index = 893, Result = 7, True Class = 7, Accuracy = 1
Object Index = 894, Result = 7, True Class = 7, Accuracy = 1
Object Index = 895, Result = 7, True Class = 7, Accuracy = 1
Object Index = 896, Result = 7, True Class = 7, Accuracy = 1
Object Index = 897, Result = 7, True Class = 4, Accuracy = 0
Object Index = 898, Result = 7, True Class = 4, Accuracy = 0
Object Index = 899, Result = 7, True Class = 4, Accuracy = 0
Object Index = 900, Result = 2, True Class = 2, Accuracy = 1
Object Index = 901, Result = 2, True Class = 2, Accuracy = 1
Object Index = 902, Result = 3, True Class = 3, Accuracy = 1
Object Index = 903, Result = 3, True Class = 3, Accuracy = 1
Object Index = 904, Result = 3, True Class = 4, Accuracy = 0
Object Index = 905, Result = 7, True Class = 7, Accuracy = 1
Object Index = 906, Result = 7, True Class = 7, Accuracy = 1
Object Index = 907, Result = 7, True Class = 7, Accuracy = 1
Object Index = 908, Result = 7, True Class = 7, Accuracy = 1
Object Index = 909, Result = 7, True Class = 7, Accuracy = 1
Object Index = 910, Result = 7, True Class = 7, Accuracy = 1
Object Index = 911, Result = 7, True Class = 7, Accuracy = 1
Object Index = 912, Result = 7, True Class = 7, Accuracy = 1
Object Index = 913, Result = 7, True Class = 7, Accuracy = 1
Object Index = 914, Result = 5, True Class = 1, Accuracy = 0
Object Index = 915, Result = 4, True Class = 4, Accuracy = 1
Object Index = 916, Result = 4, True Class = 4, Accuracy = 1
Object Index = 917, Result = 4, True Class = 4, Accuracy = 1
Object Index = 918, Result = 4, True Class = 2, Accuracy = 0
Object Index = 919, Result = 4, True Class = 3, Accuracy = 0
Object Index = 920, Result = 3, True Class = 3, Accuracy = 1
Object Index = 921, Result = 3, True Class = 4, Accuracy = 0
Object Index = 922, Result = 4, True Class = 4, Accuracy = 1
Object Index = 923, Result = 4, True Class = 4, Accuracy = 1
Object Index = 924, Result = 3, True Class = 4, Accuracy = 0
Object Index = 925, Result = 3, True Class = 4, Accuracy = 0
Object Index = 926, Result = 7, True Class = 7, Accuracy = 1
